,syn_id,pre_pt_root_id,post_pt_root_id,syn_size,pre_syn_cell_type,pre_syn_clf_type,post_syn_cell_type,post_syn_clf_type
929,273080918,864691136990789269,864691136085464684,9276,6P-CT,E,MC,I
930,385172076,864691135736346772,864691135304176039,204,4P,E,4P,E
931,59635555,864691135394959349,864691135841856227,3408,23P,E,5P-IT,E
932,497563796,864691135133460640,864691135059429531,2080,6P-IT,E,6P-IT,E
933,73934431,864691136601554129,864691136109918136,580,6P-CT,E,4P,E
934,99298811,864691136289717143,864691135807316253,404,4P,E,4P,E
935,162822646,864691136057315800,864691135993173441,10108,6P-CT,E,6P-CT,E
936,159991279,864691135609998343,864691135867398678,5204,5P-ET,E,23P,E
937,373119193,864691135270568613,864691136990945173,1976,4P,E,6P-IT,E
938,465336677,864691136602790609,864691135387639681,3028,5P-IT,E,5P-IT,E
939,273595655,864691135738440049,864691136024410681,15996,5P-IT,E,6P-IT,E
940,197139599,864691136380103125,864691135688175840,3908,MC,I,5P-IT,E
941,459394619,864691137019285358,864691135342043077,6152,6P-CT,E,MC,I
942,308430422,864691136577486100,864691135468925522,1984,23P,E,6P-CT,E
943,428806088,864691135475109696,864691135800588386,4560,6P-IT,E,6P-IT,E
944,453308381,864691137020499310,864691136724473597,2812,5P-IT,E,5P-IT,E
945,309070568,864691135610201351,864691135918754224,5832,6P-IT,E,5P-IT,E
946,443386859,864691136194611276,864691135698229013,300,6P-CT,E,5P-ET,E
947,113077710,864691135335376105,864691135576073246,2440,5P-IT,E,6P-CT,E
948,500118991,864691135687645408,864691136236688655,16912,23P,E,4P,E
949,78192820,864691135581550957,864691135947392865,4440,4P,E,5P-IT,E
950,365318089,864691135925541134,864691136419226519,6092,23P,E,23P,E
951,264453910,864691135502763613,864691135731222201,3412,4P,E,4P,E
952,94568285,864691135208907129,864691136101352309,4232,23P,E,23P,E
953,446825704,864691135494915728,864691135359561048,23300,6P-IT,E,6P-IT,E
954,353346451,864691135195825450,864691135526750299,10372,23P,E,6P-CT,E
955,105445611,864691135586329468,864691137019552622,3832,5P-ET,E,4P,E
956,60580978,864691136107688835,864691134948150012,2516,6P-IT,E,6P-IT,E
957,453449593,864691136379235285,864691135864847998,32320,5P-IT,E,5P-ET,E
958,175693784,864691137197606209,864691135778484669,1936,6P-IT,E,BC,I
959,148578564,864691135383752427,864691136100135029,5248,6P-IT,E,6P-IT,E
960,197676846,864691136990963605,864691134918100490,6128,5P-IT,E,6P-IT,E
961,346693600,864691136423535663,864691136100778869,6824,6P-IT,E,5P-ET,E
962,303885743,864691135569982854,864691136124393510,26644,6P-IT,E,6P-IT,E
963,382960641,864691135274627557,864691135446540434,448,23P,E,23P,E
964,227331836,864691135416389306,864691135066084932,6080,23P,E,23P,E
965,422630392,864691135696873370,864691136089575479,3996,6P-IT,E,BC,I
966,460824049,864691135698354453,864691135308066118,7836,5P-IT,E,BC,I
967,325949588,864691135135744793,864691135208496249,7932,5P-IT,E,BC,I
968,160853054,864691136042005078,864691136286776771,3008,4P,E,MC,I
969,363736013,864691135701311867,864691136924138468,10768,4P,E,5P-IT,E
970,245628963,864691135429554224,864691136296743451,1536,6P-CT,E,6P-CT,E
971,481491781,864691135772590075,864691135755923645,720,4P,E,5P-IT,E
972,241157999,864691135865548933,864691136137459837,20564,5P-ET,E,4P,E
973,33559692,864691135841307619,864691135383197146,1876,BPC,I,6P-CT,E
974,92296866,864691136100725109,864691136065270680,1568,6P-IT,E,6P-IT,E
975,405836054,864691135889827209,864691137054863478,1720,4P,E,5P-IT,E
976,483812274,864691135718474289,864691135661429744,3796,4P,E,BC,I
977,448735476,864691136903962802,864691136116486308,2272,MC,I,4P,E
978,72498536,864691135614439627,864691136124433702,9540,4P,E,5P-IT,E
979,22414485,864691136008440236,864691135517630916,1128,BC,I,6P-IT,E
980,85238607,864691135276259301,864691136952277215,11596,5P-ET,E,5P-ET,E
981,112497814,864691136990840981,864691136011604387,4756,6P-IT,E,6P-IT,E
982,305835947,864691135741150571,864691136023814713,160,4P,E,23P,E
983,28169293,864691135134713881,864691136134405003,2112,23P,E,4P,E
984,63205237,864691135684999607,864691135208498809,3512,4P,E,5P-IT,E
985,129593014,864691135737752452,864691135609724679,2032,BPC,I,BPC,I
986,280717296,864691135615784553,864691135740976235,556,6P-IT,E,6P-CT,E
987,135647345,864691136436376222,864691135838704275,160,6P-IT,E,6P-CT,E
988,42388753,864691135582490989,864691135539061874,4304,6P-CT,E,6P-IT,E
989,149359381,864691137197880897,864691136379076565,2864,6P-CT,E,6P-CT,E
990,134681465,864691135561557473,864691135373601736,7636,6P-IT,E,BC,I
991,334747139,864691135361092167,864691135927325908,5064,6P-IT,E,MC,I
992,204097155,864691136228723281,864691136362762978,8304,5P-NP,E,MC,I
993,91929034,864691135278657185,864691135687312608,544,MC,I,5P-ET,E
994,465985294,864691135939321857,864691136422871599,4024,23P,E,23P,E
995,474803409,864691135841748963,864691135510506448,2080,6P-IT,E,6P-IT,E
