syn_id,pre_pt_root_id,post_pt_root_id,syn_size,pre_syn_cell_type,pre_syn_clf_type,post_syn_cell_type,post_syn_clf_type,synapse_area,pre_area,post_area,pre_post_ratio,perimeter,circularity,mean_intensity,median_intensity,std_intensity,pre_post_distance,jaccard_index,pre_overlap,post_overlap,major_axis_length,minor_axis_length
406612262,864691135475475264,864691136423382575,14564,4P,E,5P-IT,E,6672,3459,3213,1.0765639589169,375.889393668845,0.5933975631798198,127.72725688888889,126.0,6.410023580803159,52.43022625625014,0.0,0.0,0.0,123.03094151395311,70.23646525139964
364846170,864691136378793685,864691135570107782,13136,MC,I,23P,E,11242,4281,6961,0.6149978451371929,428.71782079359116,0.7686176834920031,124.25323377777778,123.0,9.833106621967325,57.576496656528384,0.0,0.0,0.0,145.38211277275468,100.206482337603
292383608,864691135463704638,864691135755217613,15724,4P,E,5P-IT,E,8769,4678,4091,1.1434857003177707,379.63455967290594,0.7645897151300698,132.48775644444444,131.0,4.832844973697356,54.64805314671101,0.0,0.0,0.0,131.18876288581777,86.76050230048695
222825420,864691135654838466,864691135754539469,3336,4P,E,5P-ET,E,4508,4024,484,8.314049586776859,296.1370849898476,0.6459637947608116,125.81880651851851,126.0,6.6722423597658524,41.94599511534267,0.0,0.0,0.0,105.36838030102908,56.543523900128875
346209499,864691136951607007,864691136032676027,600,4P,E,BC,I,13828,8365,5463,1.5312099578985905,554.8122292025696,0.5645172073076603,123.12410074074074,123.0,6.869636243445403,77.76789655010958,0.0,0.0,0.0,177.23517647329635,110.48152905337825
396323753,864691136617102555,864691136362637026,2308,23P,E,23P,E,4159,1631,2528,0.6451740506329114,482.19090885900994,0.22478159490882232,136.86153007407407,137.0,11.794506970289456,88.78695250666284,0.0,0.0,0.0,41.36491803291246,33.49000216259966
397462856,864691135699755668,864691135059435163,22188,23P,E,23P,E,11140,6136,5004,1.2262190247801759,484.5340546095176,0.5962747825761332,136.0078637037037,136.0,6.863542143438521,66.09260080138513,0.0,0.0,0.0,161.46208394812518,94.6084228435331
454980436,864691136237150991,864691135502604866,13456,MC,I,MC,I,12164,7088,5076,1.396375098502758,463.30360723121805,0.7121228353291702,103.7257765925926,106.0,26.67444311690319,71.5162859034489,0.0,0.0,0.0,164.89529963464187,97.25452695414282
82854758,864691135725621055,864691135991490241,15008,6P-IT,E,6P-IT,E,9145,4224,4921,0.8583621215200162,431.1614716074871,0.6181781958475335,136.28365185185186,136.0,7.118135585919507,52.8762919538695,0.0,0.0,0.0,123.50643320984922,99.57527785305571
273273543,864691136724550653,864691136443909251,3696,5P-ET,E,5P-ET,E,7185,1557,5628,0.27665245202558636,375.97160876900364,0.6387435608287326,135.0252622222222,135.0,5.488934488598715,55.12059431964069,0.0,0.0,0.0,127.47413891556415,74.68966175436053
267472547,864691135953424586,864691136209567164,1400,6P-IT,E,6P-IT,E,20367,9380,10987,0.8537362337307728,605.9238815542511,0.6971091572085907,142.40833866666668,142.0,6.318222814471241,68.20843646628474,0.0,0.0,0.0,166.33337712759487,162.58218026090822
486814038,864691136451484415,864691135754538189,372,BC,I,6P-CT,E,12686,2440,10246,0.23814171383954713,509.8061325481598,0.6133727252126463,133.97723318518518,133.0,8.932755481202763,63.68283238546133,0.0,0.0,0.0,148.62538140485844,127.70543614101744
394992974,864691136195002344,864691135489177658,18140,6P-CT,E,BC,I,14332,7808,6524,1.196811771919068,540.2741699796952,0.617004389772928,132.65543822222222,132.0,6.737743736799145,69.81955261747717,0.0,0.0,0.0,165.71752850336352,121.36616717293644
40686726,864691136065925528,864691135342065861,300,MC,I,5P-IT,E,6040,6008,32,187.75,449.8061325481597,0.37514231855801605,130.60931555555555,130.0,7.835979678171774,63.48212592334223,0.0,0.0,0.0,103.37505961541494,76.11724724378719
