syn_id,pre_pt_root_id,post_pt_root_id,syn_size,pre_syn_cell_type,pre_syn_clf_type,post_syn_cell_type,post_syn_clf_type,synapse_area,pre_area,post_area,pre_post_ratio,perimeter,circularity,mean_intensity,median_intensity,std_intensity,pre_post_distance,jaccard_index,pre_overlap,post_overlap,major_axis_length,minor_axis_length
183719646,864691135995468970,864691136287220163,6968,6P-IT,E,6P-CT,E,9766,3582,6184,0.5792367399741267,416.75840533340727,0.7065743192734742,141.10978962962963,144.0,11.09402239514111,52.86746481929432,0.0,0.0,0.0,128.53936618646682,99.95689361644301
418722131,864691136311848253,864691136021009144,4884,5P-IT,E,6P-IT,E,6338,4493,1845,2.435230352303523,339.46298679765215,0.6911578463635429,121.87239525925926,122.0,8.820333125089318,46.07583108227177,0.0,0.0,0.0,105.06148532864141,79.9767749931694
133510842,864691135996104618,864691136925333578,5640,BC,I,6P-CT,E,14747,7408,7339,1.009401825861834,579.515764646288,0.551801701117654,133.51293185185185,132.0,10.37052654957094,89.92174480512477,0.0,0.0,0.0,204.3910461457283,100.71649499275587
235601825,864691135719292465,864691135463696446,2916,23P,E,BC,I,6896,1799,5097,0.35295271728467725,424.1848122046001,0.4816115431698301,133.42851674074075,133.0,8.836137118712154,73.12530708381216,0.0,0.0,0.0,154.20394053647144,68.66693473374505
497152862,864691135100843808,864691135976614979,16052,5P-IT,E,4P,E,8729,4747,3982,1.1921145153189352,397.0782104868019,0.695700387990603,134.44633066666665,133.0,7.209222460955714,45.40993744208788,0.0,0.0,0.0,133.11663464465107,86.71784083400534
269928822,864691136602308049,864691135754162637,15820,5P-NP,E,6P-CT,E,19442,6731,12711,0.5295413421445991,644.8355697996826,0.587560824561464,132.1336728888889,130.0,7.758244169643874,76.87562377359954,0.0,0.0,0.0,179.32315598424685,153.65981461349963
285521016,864691136740446044,864691136194342358,23724,4P,E,4P,E,10808,5700,5108,1.1158966327329678,440.57063453597686,0.6997197088379093,134.4398565925926,134.0,8.241675591062972,47.54184156765161,0.0,0.0,0.0,137.8229379811332,103.28683275006729
322717864,864691135946871754,864691135324041372,5268,BPC,I,5P-ET,E,9474,3193,6281,0.5083585416334978,547.5878784786798,0.3970412162390808,127.99157511111112,127.0,8.959321311046981,63.15053641886183,0.0,0.0,0.0,147.3098368261348,99.9510264723532
154450894,864691135910628009,864691135278991265,17388,4P,E,5P-ET,E,7512,4110,3402,1.2081128747795415,386.6822868876584,0.6313306680279059,131.23303466666667,132.0,9.488901151679988,49.98908376646738,0.0,0.0,0.0,117.80258076391436,86.20897401050905
301477175,864691135590809867,864691135948152929,3000,6P-CT,E,BPC,I,11629,4393,7236,0.6071033720287452,530.889393668845,0.5184944794748725,129.08621748148147,127.0,9.1141440603764,72.91207463295156,0.0,0.0,0.0,166.20064797912818,105.03041123590475
430571239,864691135762109238,864691135694014911,7596,23P,E,BC,I,10858,4821,6037,0.7985754513831373,500.2152954766495,0.5453128938195723,134.2756562962963,135.0,8.338248255879805,67.60072446940065,0.0,0.0,0.0,155.04580931048577,103.2758284979435
352807802,864691135303567015,864691135700755323,7864,6P-CT,E,6P-IT,E,6467,3507,2960,1.1847972972972973,364.33304448274095,0.6122313990185563,131.07844088888888,131.0,5.961413447011505,49.558865069686256,0.0,0.0,0.0,124.13987654353397,71.5892801589161
392253534,864691135407275977,864691135755197133,400,6P-CT,E,5P-IT,E,5727,2307,3420,0.6745614035087719,351.0782104868019,0.5838876576328882,137.45430933333333,137.0,5.72797388327007,47.99444079363649,0.0,0.0,0.0,111.9225362437308,68.05096305943331
176837091,864691136785479022,864691136714073710,16960,6P-IT,E,6P-CT,E,15340,9183,6157,1.4914731200259868,570.1259377015543,0.5930531602988343,133.96695703703705,135.0,9.632489390926024,57.497455003450646,0.0,0.0,0.0,160.48422605139348,132.2291693320357
303663634,864691135941275649,864691136226949969,640,6P-IT,E,6P-IT,E,13497,7093,6404,1.1075890068707057,566.936074863071,0.5276900760601401,126.80796711111111,125.0,7.933067939022113,91.01503267386344,0.0,0.0,0.0,207.43961305247737,93.61974928962763
9457428,864691136922759652,864691136100662133,5072,23P,E,BPC,I,6578,2016,4562,0.4419114423498466,358.26197667087547,0.6440243644058445,129.6313842962963,129.0,9.990307826237542,49.418904529928355,0.0,0.0,0.0,113.4007649477475,76.77163576754825
390118824,864691135616720489,864691135725217963,608,23P,E,23P,E,15147,2620,12527,0.20914823980202762,510.7167747730647,0.7297535964061166,135.431416,135.0,7.531601704481188,56.19321599487132,0.0,0.0,0.0,168.34872890125962,119.5394746177759
161880629,864691136487428370,864691136813076083,10420,4P,E,MC,I,5609,3096,2513,1.2319936331078392,353.9898987322333,0.5624883930657342,134.35814844444445,134.0,7.985719786378482,57.126787347470355,0.0,0.0,0.0,135.20375818465845,55.75707118961745
291993986,864691135816474703,864691136021365496,2576,4P,E,5P-ET,E,4111,703,3408,0.2062793427230047,425.39801564019655,0.2854739086694904,134.53592681481481,134.0,6.559714035454611,37.43203177242831,0.0,0.0,0.0,16.864125687326705,12.072853769319865
223021671,864691136484199724,864691135800494434,4568,5P-IT,E,5P-ET,E,5496,3298,2198,1.500454959053685,469.6883835420683,0.3130667534806479,131.32423466666665,131.0,7.47044278717715,34.500121109830694,0.0,0.0,0.0,125.03500428554024,99.9622236869642
343536052,864691135815503695,864691136908225902,4784,23P,E,23P,E,5033,1352,3681,0.36729149687584894,388.1198410471445,0.41986058324005265,127.6673682962963,127.0,6.536151161160751,41.815536171213445,0.0,0.0,0.0,126.78880930668704,72.88046281861516
13226105,864691135582554221,864691135938064900,4632,4P,E,23P,E,5217,3526,1691,2.0851567120047307,370.73506473629425,0.4769835177950456,129.20049155555554,130.0,8.631172111888384,54.1774815615106,0.0,0.0,0.0,125.47013225318106,69.00250325897778
126965344,864691135683208946,864691135918316208,7340,6P-IT,E,6P-IT,E,10491,2010,8481,0.23700035373187125,422.3919189857867,0.7389168144874884,128.43988,129.0,8.414815600213707,56.87412472074289,0.0,0.0,0.0,129.46804907169277,106.46801909519473
322202129,864691135495024784,864691135568694764,25404,23P,E,23P,E,14002,9717,4285,2.2676779463243872,487.73506473629425,0.7396597364856102,131.3103851851852,130.0,8.180406618513837,40.907776888542806,0.0,0.0,0.0,152.52201781700006,121.21596177677088
435989368,864691136057218008,864691136100337269,3172,6P-IT,E,BC,I,7348,3019,4329,0.6973896973896974,514.5401512639274,0.34877108463983963,136.8589499259259,136.0,6.824670931337871,75.13866155843255,0.0,0.0,0.0,170.17247361136805,68.03199817838637
61446336,864691135163366445,864691135754980813,16196,MC,I,6P-IT,E,8074,5276,2798,1.8856325947105075,370.91273426595797,0.7374882771585409,133.80817362962964,133.0,8.09759834394907,48.017636589163246,0.0,0.0,0.0,114.43780040983651,92.55340944994319
489394780,864691136947035615,864691135123355431,4020,5P-IT,E,BC,I,10297,4139,6158,0.672133809678467,525.747258045114,0.4681300758318913,132.4360468148148,131.5,8.696071079075125,79.45548271314883,0.0,0.0,0.0,176.9386699171738,96.5664212600707
234099423,864691135952462627,864691135526065755,2024,4P,E,4P,E,3005,1202,1803,0.6666666666666666,295.4152595828996,0.43270158950566634,128.68340592592594,129.0,6.892513010482363,53.53952851442967,0.0,0.0,0.0,128.06074953112758,33.65231531079964
122886635,864691135701557115,864691134989434746,3040,5P-ET,E,6P-CT,E,13885,4788,9097,0.5263273606683522,558.2975105768082,0.5597890066813395,128.40318814814816,128.0,10.796384273971865,60.57590529645907,0.0,0.0,0.0,140.8436337029114,134.44442489812366
43906117,864691135937401141,864691135659105410,3708,MC,I,23P,E,17240,10311,6929,1.4880935199884544,550.8772003600252,0.7139002418353102,135.10286222222223,136.0,8.61931079741871,77.84473600435685,0.0,0.0,0.0,179.96815533286446,129.02986333639825
388049373,864691135429328176,864691135975508591,1252,23P,E,5P-ET,E,2823,2710,113,23.98230088495575,301.75840533340727,0.38958478746093156,132.551984,134.0,8.966141539602663,43.67416224260989,0.0,0.0,0.0,119.17716300887206,36.9593647216109
138949685,864691135661659376,864691137053752694,6508,BC,I,6P-IT,E,14923,4390,10533,0.4167853413082693,498.0071426749364,0.7561271974315225,139.60291585185186,141.0,9.613144752428376,59.356622036009995,0.0,0.0,0.0,144.6071520182055,134.96105646227684
215723701,864691136051496179,864691135884125808,1300,6P-IT,E,6P-IT,E,8967,2468,6499,0.3797507308816741,504.144227664784,0.4433507380927853,136.02358577777778,136.0,6.265171039607067,73.0037870669257,0.0,0.0,0.0,152.194296408555,103.35965622375024
451955404,864691136362481890,864691135508091378,5812,5P-IT,E,MC,I,8209,3899,4310,0.9046403712296984,447.6467529817257,0.5147889810405857,133.51874962962964,133.0,7.963485064801378,59.32268223249267,0.0,0.0,0.0,153.5211826548643,74.91317996926979
179667986,864691136813911150,864691135926357006,11376,4P,E,23P,E,10181,3203,6978,0.4590140441387217,507.6406563273158,0.49646370910918997,126.82820503703704,126.0,8.746137482401641,65.28505921395102,0.0,0.0,0.0,158.32951338274697,92.21277060768931
83380887,864691136009497518,864691135123330087,4152,5P-IT,E,BC,I,14426,5331,9095,0.5861462341946124,694.0670631985087,0.3763162053462792,133.67492148148148,134.0,7.6340795240172845,67.02868422222438,0.0,0.0,0.0,153.52354245100278,137.5273093857195
308111197,864691136106548441,864691136673733255,2700,4P,E,4P,E,2960,1544,1416,1.0903954802259888,245.0304832720494,0.6195285742001587,132.2703762962963,131.0,5.816380348817017,36.67236261542655,0.0,0.0,0.0,85.29516775432336,49.37648832586544
334515805,864691135270538917,864691136021273336,700,6P-IT,E,5P-IT,E,6886,4539,2347,1.933958244567533,500.7300141024109,0.34511960779369777,132.1632237037037,131.0,7.76526929396106,67.86422583110479,0.0,0.0,0.0,64.72454765723003,39.58791778929753
